instance_name,strategy,budget,seed,status,has_solution,incumbent_standardized,optimum,gap_vs_opt,wall_seconds
drayage-100-23,depth_first,10.0,0,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.1
drayage-100-23,depth_first,10.0,1,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.1
drayage-100-23,depth_first,10.0,2,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.1
drayage-100-23,depth_first,300.0,0,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.1
drayage-100-23,depth_first,300.0,1,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.1
drayage-100-23,depth_first,300.0,2,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.09
drayage-100-23,depth_first,60.0,0,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.1
drayage-100-23,depth_first,60.0,1,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.1
drayage-100-23,depth_first,60.0,2,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.1
drayage-100-23,depth_first,900.0,0,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.11
drayage-100-23,depth_first,900.0,1,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.1
drayage-100-23,depth_first,900.0,2,integer optimal solution,True,103333.87407302856,103333.87407,2.9308483558753864e-11,0.09
drayage-25-23,auto,10.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.29
drayage-25-23,auto,10.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.32
drayage-25-23,auto,10.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.29
drayage-25-23,auto,300.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.3
drayage-25-23,auto,300.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.32
drayage-25-23,auto,300.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.31
drayage-25-23,auto,60.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.28
drayage-25-23,auto,60.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.33
drayage-25-23,auto,60.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.3
drayage-25-23,auto,900.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.29
drayage-25-23,auto,900.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.32
drayage-25-23,auto,900.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.29
drayage-25-23,best_bound,10.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.28
drayage-25-23,best_bound,10.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.32
drayage-25-23,best_bound,10.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.29
drayage-25-23,best_bound,300.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.29
drayage-25-23,best_bound,300.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.33
drayage-25-23,best_bound,300.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.31
drayage-25-23,best_bound,60.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.29
drayage-25-23,best_bound,60.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.33
drayage-25-23,best_bound,60.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.28
drayage-25-23,best_bound,900.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.29
drayage-25-23,best_bound,900.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.32
drayage-25-23,best_bound,900.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.3
drayage-25-23,best_estimate,10.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.25
drayage-25-23,best_estimate,10.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.33
drayage-25-23,best_estimate,10.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.3
drayage-25-23,best_estimate,300.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.28
drayage-25-23,best_estimate,300.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.31
drayage-25-23,best_estimate,300.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.29
drayage-25-23,best_estimate,60.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.28
drayage-25-23,best_estimate,60.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.33
drayage-25-23,best_estimate,60.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.3
drayage-25-23,best_estimate,900.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.29
drayage-25-23,best_estimate,900.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.32
drayage-25-23,best_estimate,900.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.29
drayage-25-23,depth_first,10.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.28
drayage-25-23,depth_first,10.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.31
drayage-25-23,depth_first,10.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.3
drayage-25-23,depth_first,300.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.29
drayage-25-23,depth_first,300.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.32
drayage-25-23,depth_first,300.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.3
drayage-25-23,depth_first,60.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.28
drayage-25-23,depth_first,60.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.34
drayage-25-23,depth_first,60.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.29
drayage-25-23,depth_first,900.0,0,integer optimal solution,True,101282.64701843262,101282.647018,4.271352502736562e-12,0.28
drayage-25-23,depth_first,900.0,1,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.32
drayage-25-23,depth_first,900.0,2,integer optimal solution,True,101282.64701843259,101282.647018,4.271065150151361e-12,0.29
germanrr,auto,10.0,0,time limit exceeded,True,47368817.372999996,47095869.649,0.00579557668292882,10.04
germanrr,auto,10.0,1,time limit exceeded,True,47377111.33319999,47095869.649,0.005971684699657478,10.03
germanrr,auto,10.0,2,time limit exceeded,True,47356321.54680001,47095869.649,0.00553024924990516,10.03
germanrr,auto,300.0,0,time limit exceeded,True,47095869.64939995,47095869.649,8.492350178567313e-12,300.03
germanrr,auto,300.0,1,time limit exceeded,True,47095869.64940011,47095869.649,8.495672384818127e-12,300.03
germanrr,auto,300.0,2,time limit exceeded,True,47095869.6494,47095869.649,8.493457580650918e-12,300.02
germanrr,auto,60.0,0,time limit exceeded,True,47095872.709000066,47095869.649,6.497385210731288e-08,60.03
germanrr,auto,60.0,1,time limit exceeded,True,47135836.608600006,47095869.649,0.0008486298246083594,60.02
germanrr,auto,60.0,2,time limit exceeded,True,47105753.0274,47095869.649,0.00020985658559158292,60.03
germanrr,auto,900.0,0,"integer optimal, tolerance",True,47095869.64939995,47095869.649,8.492350178567313e-12,484.58
germanrr,auto,900.0,1,"integer optimal, tolerance",True,47095869.64940011,47095869.649,8.495672384818127e-12,424.96
germanrr,auto,900.0,2,"integer optimal, tolerance",True,47095869.6494,47095869.649,8.493457580650918e-12,436.14
germanrr,best_bound,10.0,0,time limit exceeded,True,47326782.8274,47095869.649,0.004903045216512006,10.03
germanrr,best_bound,10.0,1,time limit exceeded,True,47296178.238599986,47095869.649,0.00425320927488686,10.03
germanrr,best_bound,10.0,2,time limit exceeded,True,47297890.3958,47095869.649,0.004289563995858711,10.03
germanrr,best_bound,300.0,0,time limit exceeded,True,47095869.64939999,47095869.649,8.493141180055601e-12,300.02
germanrr,best_bound,300.0,1,time limit exceeded,True,47095869.64940002,47095869.649,8.493773981246233e-12,300.03
germanrr,best_bound,300.0,2,time limit exceeded,True,47095869.649400085,47095869.649,8.495197783925154e-12,300.03
germanrr,best_bound,60.0,0,time limit exceeded,True,47096144.72859999,47095869.649,5.840843412417625e-06,60.03
germanrr,best_bound,60.0,1,time limit exceeded,True,47186003.65879998,47095869.649,0.0019138410750612592,60.03
germanrr,best_bound,60.0,2,time limit exceeded,True,47105708.79900017,47095869.649,0.0002089174713939865,60.03
germanrr,best_bound,900.0,0,"integer optimal, tolerance",True,47095869.64939999,47095869.649,8.493141180055601e-12,371.29
germanrr,best_bound,900.0,1,"integer optimal, tolerance",True,47095869.64940002,47095869.649,8.493773981246233e-12,419.94
germanrr,best_bound,900.0,2,"integer optimal, tolerance",True,47095869.649400085,47095869.649,8.495197783925154e-12,355.89
germanrr,best_estimate,10.0,0,time limit exceeded,True,47195794.45879999,47095869.649,0.002121731917145165,10.02
germanrr,best_estimate,10.0,1,time limit exceeded,True,47377111.33319999,47095869.649,0.005971684699657478,10.03
germanrr,best_estimate,10.0,2,time limit exceeded,True,47437443.42240001,47095869.649,0.0072527331153607625,10.03
germanrr,best_estimate,300.0,0,time limit exceeded,True,47095880.02980014,47095869.649,2.2041848298483802e-07,300.02
germanrr,best_estimate,300.0,1,time limit exceeded,True,47095869.64940001,47095869.649,8.493615780948576e-12,300.03
germanrr,best_estimate,300.0,2,time limit exceeded,True,47095869.64939999,47095869.649,8.493141180055601e-12,300.03
germanrr,best_estimate,60.0,0,time limit exceeded,True,47115738.818200186,47095869.649,0.0004218877228145908,60.03
germanrr,best_estimate,60.0,1,time limit exceeded,True,47146065.86839997,47095869.649,0.0010658306083756452,60.02
germanrr,best_estimate,60.0,2,time limit exceeded,True,47125454.108799964,47095869.649,0.0006281752523195181,60.03
germanrr,best_estimate,900.0,0,"integer optimal, tolerance",True,47095869.64940003,47095869.649,8.494090381841549e-12,419.73
germanrr,best_estimate,900.0,1,"integer optimal, tolerance",True,47095869.64940001,47095869.649,8.493615780948576e-12,386.06
germanrr,best_estimate,900.0,2,"integer optimal, tolerance",True,47095869.64939999,47095869.649,8.493141180055601e-12,429.79
germanrr,depth_first,10.0,0,time limit exceeded,True,47326782.8274,47095869.649,0.004903045216512006,10.03
germanrr,depth_first,10.0,1,time limit exceeded,True,47296178.238599986,47095869.649,0.00425320927488686,10.03
germanrr,depth_first,10.0,2,time limit exceeded,True,47437443.42240001,47095869.649,0.0072527331153607625,10.03
germanrr,depth_first,300.0,0,time limit exceeded,True,47095869.64939998,47095869.649,8.492982979757945e-12,300.03
germanrr,depth_first,300.0,1,time limit exceeded,True,47105442.51020001,47095869.649,0.00020326328553560386,300.03
germanrr,depth_first,300.0,2,time limit exceeded,True,47095869.64940001,47095869.649,8.493615780948576e-12,300.02
germanrr,depth_first,60.0,0,time limit exceeded,True,47187666.09780013,47095869.649,0.0019491401153493898,60.03
germanrr,depth_first,60.0,1,time limit exceeded,True,47164718.41439995,47095869.649,0.0014618854246259173,60.03
germanrr,depth_first,60.0,2,time limit exceeded,True,47136001.89920004,47095869.649,0.0008521394869474033,60.03
germanrr,depth_first,900.0,0,"integer optimal, tolerance",True,47095869.64939998,47095869.649,8.492982979757945e-12,362.64
germanrr,depth_first,900.0,1,"integer optimal, tolerance",True,47095869.649399936,47095869.649,8.492033777971997e-12,442.2
germanrr,depth_first,900.0,2,"integer optimal, tolerance",True,47095869.649799965,47095869.649,1.698596595951589e-11,426.08
gfd-schedulen180f7d50m30k18,auto,10.0,0,"time limit exceeded, no integer solution",False,,1.0,,10.53
gfd-schedulen180f7d50m30k18,auto,10.0,1,"time limit exceeded, no integer solution",False,,1.0,,10.56
gfd-schedulen180f7d50m30k18,auto,10.0,2,"time limit exceeded, no integer solution",False,,1.0,,10.59
gfd-schedulen180f7d50m30k18,auto,300.0,0,"time limit exceeded, no integer solution",False,,1.0,,300.3
gfd-schedulen180f7d50m30k18,auto,300.0,1,"time limit exceeded, no integer solution",False,,1.0,,300.34
gfd-schedulen180f7d50m30k18,auto,300.0,2,"time limit exceeded, no integer solution",False,,1.0,,300.58
gfd-schedulen180f7d50m30k18,auto,60.0,0,"time limit exceeded, no integer solution",False,,1.0,,60.45
gfd-schedulen180f7d50m30k18,auto,60.0,1,"time limit exceeded, no integer solution",False,,1.0,,60.47
gfd-schedulen180f7d50m30k18,auto,60.0,2,"time limit exceeded, no integer solution",False,,1.0,,60.33
gfd-schedulen180f7d50m30k18,auto,900.0,0,"time limit exceeded, no integer solution",False,,1.0,,900.59
gfd-schedulen180f7d50m30k18,auto,900.0,1,"time limit exceeded, no integer solution",False,,1.0,,900.56
gfd-schedulen180f7d50m30k18,auto,900.0,2,"time limit exceeded, no integer solution",False,,1.0,,900.38
gfd-schedulen180f7d50m30k18,best_bound,10.0,0,"time limit exceeded, no integer solution",False,,1.0,,10.57
gfd-schedulen180f7d50m30k18,best_bound,10.0,1,"time limit exceeded, no integer solution",False,,1.0,,10.56
gfd-schedulen180f7d50m30k18,best_bound,10.0,2,"time limit exceeded, no integer solution",False,,1.0,,10.63
gfd-schedulen180f7d50m30k18,best_bound,300.0,0,"time limit exceeded, no integer solution",False,,1.0,,300.46
gfd-schedulen180f7d50m30k18,best_bound,300.0,1,"time limit exceeded, no integer solution",False,,1.0,,300.33
gfd-schedulen180f7d50m30k18,best_bound,300.0,2,"time limit exceeded, no integer solution",False,,1.0,,300.31
gfd-schedulen180f7d50m30k18,best_bound,60.0,0,"time limit exceeded, no integer solution",False,,1.0,,60.45
gfd-schedulen180f7d50m30k18,best_bound,60.0,1,"time limit exceeded, no integer solution",False,,1.0,,60.48
gfd-schedulen180f7d50m30k18,best_bound,60.0,2,"time limit exceeded, no integer solution",False,,1.0,,60.32
gfd-schedulen180f7d50m30k18,best_bound,900.0,0,"time limit exceeded, no integer solution",False,,1.0,,900.32
gfd-schedulen180f7d50m30k18,best_bound,900.0,1,"time limit exceeded, no integer solution",False,,1.0,,900.4
gfd-schedulen180f7d50m30k18,best_bound,900.0,2,"time limit exceeded, no integer solution",False,,1.0,,900.65
gfd-schedulen180f7d50m30k18,best_estimate,10.0,0,"time limit exceeded, no integer solution",False,,1.0,,10.54
gfd-schedulen180f7d50m30k18,best_estimate,10.0,1,"time limit exceeded, no integer solution",False,,1.0,,10.53
gfd-schedulen180f7d50m30k18,best_estimate,10.0,2,"time limit exceeded, no integer solution",False,,1.0,,10.56
gfd-schedulen180f7d50m30k18,best_estimate,300.0,0,"time limit exceeded, no integer solution",False,,1.0,,300.47
gfd-schedulen180f7d50m30k18,best_estimate,300.0,1,"time limit exceeded, no integer solution",False,,1.0,,300.5
gfd-schedulen180f7d50m30k18,best_estimate,300.0,2,"time limit exceeded, no integer solution",False,,1.0,,300.4
gfd-schedulen180f7d50m30k18,best_estimate,60.0,0,"time limit exceeded, no integer solution",False,,1.0,,60.34
gfd-schedulen180f7d50m30k18,best_estimate,60.0,1,"time limit exceeded, no integer solution",False,,1.0,,60.49
gfd-schedulen180f7d50m30k18,best_estimate,60.0,2,"time limit exceeded, no integer solution",False,,1.0,,60.46
gfd-schedulen180f7d50m30k18,best_estimate,900.0,0,"time limit exceeded, no integer solution",False,,1.0,,900.57
gfd-schedulen180f7d50m30k18,best_estimate,900.0,1,"time limit exceeded, no integer solution",False,,1.0,,900.49
gfd-schedulen180f7d50m30k18,best_estimate,900.0,2,"time limit exceeded, no integer solution",False,,1.0,,900.61
gfd-schedulen180f7d50m30k18,depth_first,10.0,0,"time limit exceeded, no integer solution",False,,1.0,,10.56
gfd-schedulen180f7d50m30k18,depth_first,10.0,1,"time limit exceeded, no integer solution",False,,1.0,,10.48
gfd-schedulen180f7d50m30k18,depth_first,10.0,2,"time limit exceeded, no integer solution",False,,1.0,,10.55
gfd-schedulen180f7d50m30k18,depth_first,300.0,0,"time limit exceeded, no integer solution",False,,1.0,,300.34
gfd-schedulen180f7d50m30k18,depth_first,300.0,1,"time limit exceeded, no integer solution",False,,1.0,,300.52
gfd-schedulen180f7d50m30k18,depth_first,300.0,2,"time limit exceeded, no integer solution",False,,1.0,,300.39
gfd-schedulen180f7d50m30k18,depth_first,60.0,0,"time limit exceeded, no integer solution",False,,1.0,,60.38
gfd-schedulen180f7d50m30k18,depth_first,60.0,1,"time limit exceeded, no integer solution",False,,1.0,,60.33
gfd-schedulen180f7d50m30k18,depth_first,60.0,2,"time limit exceeded, no integer solution",False,,1.0,,60.3
gfd-schedulen180f7d50m30k18,depth_first,900.0,0,"time limit exceeded, no integer solution",False,,1.0,,900.42
gfd-schedulen180f7d50m30k18,depth_first,900.0,1,"time limit exceeded, no integer solution",False,,1.0,,900.34
gfd-schedulen180f7d50m30k18,depth_first,900.0,2,"time limit exceeded, no integer solution",False,,1.0,,900.33
irp,auto,10.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.16
irp,auto,10.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.28
irp,auto,10.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.1
irp,auto,300.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.15
irp,auto,300.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.3
irp,auto,300.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.11
irp,auto,60.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.16
irp,auto,60.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.3
irp,auto,60.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.13
irp,auto,900.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.14
irp,auto,900.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.29
irp,auto,900.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.1
irp,best_bound,10.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.14
irp,best_bound,10.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.3
irp,best_bound,10.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.1
irp,best_bound,300.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.15
irp,best_bound,300.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.31
irp,best_bound,300.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.11
irp,best_bound,60.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.15
irp,best_bound,60.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.3
irp,best_bound,60.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.11
irp,best_bound,900.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.16
irp,best_bound,900.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.3
irp,best_bound,900.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.1
irp,best_estimate,10.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.14
irp,best_estimate,10.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.29
irp,best_estimate,10.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.11
irp,best_estimate,300.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.15
irp,best_estimate,300.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.31
irp,best_estimate,300.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.11
irp,best_estimate,60.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.17
irp,best_estimate,60.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.29
irp,best_estimate,60.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.11
irp,best_estimate,900.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.16
irp,best_estimate,900.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.29
irp,best_estimate,900.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.1
irp,depth_first,10.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.15
irp,depth_first,10.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.29
irp,depth_first,10.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.11
irp,depth_first,300.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.16
irp,depth_first,300.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.28
irp,depth_first,300.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.1
irp,depth_first,60.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.15
irp,depth_first,60.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.28
irp,depth_first,60.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.11
irp,depth_first,900.0,0,"integer optimal, tolerance",True,12159.502874999998,12159.49283539698,8.256596844465039e-07,1.16
irp,depth_first,900.0,1,"integer optimal, tolerance",True,12159.502873999998,12159.49283539698,8.255774441465117e-07,1.29
irp,depth_first,900.0,2,"integer optimal, tolerance",True,12159.493873,12159.49283539698,8.533275463679207e-08,1.11
lectsched-5-obj,auto,10.0,0,"time limit exceeded, no integer solution",False,,24.0,,10.05
lectsched-5-obj,auto,10.0,1,"time limit exceeded, no integer solution",False,,24.0,,10.03
lectsched-5-obj,auto,10.0,2,time limit exceeded,True,64.0,24.0,1.6666666666666667,10.03
lectsched-5-obj,auto,300.0,0,time limit exceeded,True,28.0,24.0,0.16666666666666666,300.03
lectsched-5-obj,auto,300.0,1,time limit exceeded,True,25.0,24.0,0.041666666666666664,300.03
lectsched-5-obj,auto,300.0,2,time limit exceeded,True,25.00000000000021,24.0,0.0416666666666754,300.02
lectsched-5-obj,auto,60.0,0,"time limit exceeded, no integer solution",False,,24.0,,60.04
lectsched-5-obj,auto,60.0,1,time limit exceeded,True,27.0,24.0,0.125,60.03
lectsched-5-obj,auto,60.0,2,time limit exceeded,True,28.0,24.0,0.16666666666666666,60.03
lectsched-5-obj,auto,900.0,0,time limit exceeded,True,27.0,24.0,0.125,900.05
lectsched-5-obj,auto,900.0,1,time limit exceeded,True,25.0,24.0,0.041666666666666664,900.03
lectsched-5-obj,auto,900.0,2,time limit exceeded,True,25.00000000000021,24.0,0.0416666666666754,900.01
lectsched-5-obj,best_bound,10.0,0,"time limit exceeded, no integer solution",False,,24.0,,10.04
lectsched-5-obj,best_bound,10.0,1,"time limit exceeded, no integer solution",False,,24.0,,10.04
lectsched-5-obj,best_bound,10.0,2,"time limit exceeded, no integer solution",False,,24.0,,10.03
lectsched-5-obj,best_bound,300.0,0,time limit exceeded,True,28.0,24.0,0.16666666666666666,300.04
lectsched-5-obj,best_bound,300.0,1,time limit exceeded,True,26.0,24.0,0.08333333333333333,300.04
lectsched-5-obj,best_bound,300.0,2,time limit exceeded,True,30.0,24.0,0.25,300.02
lectsched-5-obj,best_bound,60.0,0,"time limit exceeded, no integer solution",False,,24.0,,60.04
lectsched-5-obj,best_bound,60.0,1,time limit exceeded,True,27.0,24.0,0.125,60.04
lectsched-5-obj,best_bound,60.0,2,"time limit exceeded, no integer solution",False,,24.0,,60.04
lectsched-5-obj,best_bound,900.0,0,integer optimal solution,True,24.0,24.0,0.0,776.29
lectsched-5-obj,best_bound,900.0,1,time limit exceeded,True,24.0,24.0,0.0,900.03
lectsched-5-obj,best_bound,900.0,2,time limit exceeded,True,24.0,24.0,0.0,900.03
lectsched-5-obj,best_estimate,10.0,0,"time limit exceeded, no integer solution",False,,24.0,,10.04
lectsched-5-obj,best_estimate,10.0,1,"time limit exceeded, no integer solution",False,,24.0,,10.03
lectsched-5-obj,best_estimate,10.0,2,"time limit exceeded, no integer solution",False,,24.0,,10.03
lectsched-5-obj,best_estimate,300.0,0,time limit exceeded,True,25.0,24.0,0.041666666666666664,300.04
lectsched-5-obj,best_estimate,300.0,1,time limit exceeded,True,24.0,24.0,0.0,300.02
lectsched-5-obj,best_estimate,300.0,2,time limit exceeded,True,25.0,24.0,0.041666666666666664,300.02
lectsched-5-obj,best_estimate,60.0,0,"time limit exceeded, no integer solution",False,,24.0,,60.05
lectsched-5-obj,best_estimate,60.0,1,"time limit exceeded, no integer solution",False,,24.0,,60.04
lectsched-5-obj,best_estimate,60.0,2,"time limit exceeded, no integer solution",False,,24.0,,60.04
lectsched-5-obj,best_estimate,900.0,0,integer optimal solution,True,24.0,24.0,0.0,825.1
lectsched-5-obj,best_estimate,900.0,1,integer optimal solution,True,24.0,24.0,0.0,304.34
lectsched-5-obj,best_estimate,900.0,2,time limit exceeded,True,24.0,24.0,0.0,900.04
lectsched-5-obj,depth_first,10.0,0,"time limit exceeded, no integer solution",False,,24.0,,10.03
lectsched-5-obj,depth_first,10.0,1,"time limit exceeded, no integer solution",False,,24.0,,10.03
lectsched-5-obj,depth_first,10.0,2,"time limit exceeded, no integer solution",False,,24.0,,10.04
lectsched-5-obj,depth_first,300.0,0,time limit exceeded,True,29.0,24.0,0.20833333333333334,300.04
lectsched-5-obj,depth_first,300.0,1,time limit exceeded,True,26.0,24.0,0.08333333333333333,300.04
lectsched-5-obj,depth_first,300.0,2,time limit exceeded,True,24.0,24.0,0.0,300.02
lectsched-5-obj,depth_first,60.0,0,"time limit exceeded, no integer solution",False,,24.0,,60.03
lectsched-5-obj,depth_first,60.0,1,"time limit exceeded, no integer solution",False,,24.0,,60.05
lectsched-5-obj,depth_first,60.0,2,time limit exceeded,True,30.0,24.0,0.25,60.05
lectsched-5-obj,depth_first,900.0,0,time limit exceeded,True,24.0,24.0,0.0,900.06
lectsched-5-obj,depth_first,900.0,1,time limit exceeded,True,24.0,24.0,0.0,900.02
lectsched-5-obj,depth_first,900.0,2,time limit exceeded,True,24.0,24.0,0.0,900.02
