instance,budget,policy,mean_gap,oracle_gap,regret,winner
csched008,300,budgeted_portfolio,0.08670520231213857,0.05202312138728324,0.034682080924855335,hybrid_best_bound_depth
csched008,300,instance_aware_portfolio,0.08670520231213857,0.05202312138728324,0.034682080924855335,hybrid_best_bound_depth
csched008,300,multi_feature_portfolio,0.08670520231213857,0.05202312138728324,0.034682080924855335,hybrid_best_bound_depth
csched008,300,learned_portfolio,0.08092485549132947,0.05202312138728324,0.02890173410404623,hybrid_best_bound_depth
csched008,900,best_bound,0.06936416184971098,0.05202312138728324,0.017341040462427737,hybrid_best_bound_depth
csched008,900,depth_first,0.06069364161849711,0.05202312138728324,0.008670520231213869,hybrid_best_bound_depth
csched008,900,hybrid_best_bound_depth,0.05202312138728324,0.05202312138728324,0.0,hybrid_best_bound_depth
csched008,900,greedy_score,0.0838150289017341,0.05202312138728324,0.031791907514450865,hybrid_best_bound_depth
csched008,900,random_uniform,0.09248554913294782,0.05202312138728324,0.04046242774566458,hybrid_best_bound_depth
csched008,900,best_estimate,0.08670520231213857,0.05202312138728324,0.034682080924855335,hybrid_best_bound_depth
csched008,900,boltzmann_adaptive,0.08092485549132947,0.05202312138728324,0.02890173410404623,hybrid_best_bound_depth
csched008,900,safeguarded_hybrid,0.09248554913294782,0.05202312138728324,0.04046242774566458,hybrid_best_bound_depth
csched008,900,budgeted_portfolio,0.08670520231213857,0.05202312138728324,0.034682080924855335,hybrid_best_bound_depth
csched008,900,instance_aware_portfolio,0.08670520231213857,0.05202312138728324,0.034682080924855335,hybrid_best_bound_depth
csched008,900,multi_feature_portfolio,0.08670520231213857,0.05202312138728324,0.034682080924855335,hybrid_best_bound_depth
csched008,900,learned_portfolio,0.06936416184971098,0.05202312138728324,0.017341040462427737,hybrid_best_bound_depth
drayage-100-23,10,best_bound,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,depth_first,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,hybrid_best_bound_depth,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,greedy_score,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,random_uniform,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,best_estimate,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,boltzmann_adaptive,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,safeguarded_hybrid,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,budgeted_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,instance_aware_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,multi_feature_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,10,learned_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,best_bound,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,depth_first,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,hybrid_best_bound_depth,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,greedy_score,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,random_uniform,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,best_estimate,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,boltzmann_adaptive,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,safeguarded_hybrid,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,budgeted_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,instance_aware_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,multi_feature_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,60,learned_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,best_bound,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,depth_first,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,hybrid_best_bound_depth,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,greedy_score,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,random_uniform,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,best_estimate,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,boltzmann_adaptive,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,safeguarded_hybrid,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,budgeted_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,instance_aware_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,multi_feature_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,300,learned_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,best_bound,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,depth_first,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,hybrid_best_bound_depth,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,greedy_score,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,random_uniform,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,best_estimate,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,boltzmann_adaptive,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,safeguarded_hybrid,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,budgeted_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,instance_aware_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,multi_feature_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
drayage-100-23,900,learned_portfolio,2.930862438300302e-11,2.930862438300302e-11,0.0,best_bound
